序号,机构名称,地址,邮政编码,区县代码,区县名称,医院等级,医院等次,大类,中类,小类,经济类型名称,机构管理名称
481,北京市房山区第一医院,北京市房山区房窑路6号,102400,110111,房山区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
482,北京市房山区精神病医院,北京市房山区周口店大街8号,102405,110111,房山区,一级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
483,北京市房山区老年病医院,北京市房山区良乡镇长虹西路51号 ,102488,110111,房山区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
484,北京市房山区良乡医院,北京市房山区良乡医院拱辰大街45号,102401,110111,房山区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
485,北京市房山区鹏园医院,北京市房山区良乡镇东羊庄 ,102401,110111,房山区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,其他,非营利性医疗机构
486,北京市房山区燕山医院,房山区燕山燕房路50号,102500,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
487,北京市房山区中医医院,北京市房山区城关南大街151号,102400,110111,房山区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,集体全资,非营利性医疗机构
488,北京市房山区中医医院东岭分院,北京市房山区燕山东风街道羊耳峪北里6号楼西侧,102400,110111,房山区,一级,未评,A.医院,A2.中医医院,A229.其它中医专科医院,国有全资,非营利性医疗机构
489,北京市房山区中医医院康复医院,北京市房山区良乡月华北大街甲30号,102400,110111,房山区,一级,未评,A.医院,A5.专科医院,A527.康复医院,国有全资,非营利性医疗机构
490,北京同济东方中西医结合医院,北京市房山区阎村镇大紫草坞村,102412,110111,房山区,二级,甲等,A.医院,A3.中西医结合医院,A300.中西医结合医院,其他,非营利性医疗机构
491,北京燕化医院,北京市房山区迎风街15号,102500,110111,房山区,三级,合格,A.医院,A1.综合医院,A100.综合医院,其他,非营利性医疗机构
492,北京张锁中医骨伤医院,北京市房山区窦店镇窦店村京南嘉园底商105号 ,102433,110111,房山区,一级,未评,A.医院,A2.中医医院,A222.骨伤医院,私有,非营利性医疗机构
493,北京中科西苑医院,北京市房山区长阳镇昊天北大街48号,102488,110111,房山区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,营利性医疗机构
494,北京中能建医院,北京市房山区良乡体育场路1号,102401,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
495,北京中研中医院,北京市房山区良乡地区玉竹园一里畅龙苑1号商业楼 ,102401,110111,房山区,一级,未评,A.医院,A3.中西医结合医院,A300.中西医结合医院,股份合作,营利性医疗机构
496,中国核工业北京四0一医院,北京市房山区新镇中国核工业北京四0一医院,102413,110111,房山区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
497,中国铁道建筑总公司房山桥梁厂职工医院,北京市房山区阎村镇大件路1-7号,102400,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
498,中煤北京煤矿机械有限责任公司职工医院,北京市房山区城关街道矿机南路,102400,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
499,北京安娜贝儿妇产医院,北京市通州区工业开发区光华路15号,101113,110112,通州区,二级,未评,A.医院,A5.专科医院,A518.妇产（科）医院,其他,营利性医疗机构
500,北京安琪妇产医院,北京市通州区云景南大街104号,101101,110112,通州区,二级,合格,A.医院,A5.专科医院,A518.妇产（科）医院,其他,营利性医疗机构
501,北京北方红旗机电有限公司医院,北京市通州区佟麟阁大街9号,101149,110112,通州区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
502,北京鼎实互信医院投资管理有限公司通州医院,北京市通州区潞苑南大街185号11号楼1-2层商15-18号,101101,110112,通州区,一级,未评,A.医院,A5.专科医院,A519.儿童医院,私有,营利性医疗机构
503,北京东辰医院,通州区新华大街67号,101100,110112,通州区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
504,北京京大医院,北京市通州区北苑南路16号,101100,110112,通州区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
505,北京京通医院,北京市通州区玉带河大街4号,101100,110112,通州区,一级,未评,A.医院,A1.综合医院,A100.综合医院,其它内资,非营利性医疗机构
506,北京马驹桥中医医院,北京市通州区马驹桥镇新海东路11号楼102、13号楼102,101100,110112,通州区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
507,北京市通州区精神病医院,通州区宋庄镇北,101118,110112,通州区,一级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
508,北京市通州区老年病医院,北京市通州区永顺东街152号,101100,110112,通州区,二级,未评,A.医院,A7.护理院(站),A710.护理院,国有全资,非营利性医疗机构
509,北京市通州区新华医院,北京市通州区新华大街 47号,101100,110112,通州区,二级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
510,北京市通州区中西医结合医院,北京市通州区车站路89号,101100,110112,通州区,二级,甲等,A.医院,A3.中西医结合医院,A300.中西医结合医院,国有全资,非营利性医疗机构
511,北京通州通朝路中医医院,北京市通州区通朝大街怡乐园一区120号楼,101100,110112,通州区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
512,北京通州运通中医医院,北京市通州区张家湾工业园区69号,101111,110112,通州区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
513,北京先和妇产医院,北京市通州区九棵树中路998号,101100,110112,通州区,二级,未评,A.医院,A5.专科医院,A518.妇产（科）医院,私有,营利性医疗机构
514,北京运河中医医院,北京市通州区运河西大街17号,101101,110112,通州区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
515,北京中医药大学东直门医院东区,北京市通州区翠屏西路116号,101100,110112,通州区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
516,北京泗河中医医院,北京市通州区玉带河大街151、152号,101100,110112,通州区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,营利性医疗机构
517,核工业北京化工冶金研究院职工医院,北京市通州区云景北里146号,101149,110112,通州区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
518,首都医科大学附属北京潞河医院,北京市通州区新华南路82号/北京市通州区翠屏西路43-45号,101149,110112,通州区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
519,首都医科大学附属北京胸科医院,北京市通州区马厂 97号,101149,110112,通州区,三级,甲等,A.医院,A5.专科医院,A516.胸科医院,国有全资,非营利性医疗机构
520,北京方舟皮肤病医院,北京市顺义区裕东路3号院,101318,110113,顺义区,三级,未评,A.医院,A5.专科医院,A522.皮肤病医院,私有,营利性医疗机构
521,北京翰洁吉源医院,北京市顺义区天竺空港经济开发B区裕东路3号15幢2层至4层,101300,110113,顺义区,未评,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
522,北京京顺医院,北京市顺义区府前西街铁路西,101300,110113,顺义区,未评,未评,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
523,北京世源国泰医院,北京市顺义区后沙峪镇枯柳树村环岛北1000米（北京新兴思达国际物流公司院内）,101300,110113,顺义区,一级,合格,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
524,北京市安康医院,顺义区南彩镇滨河路俸伯段4号,101300,110113,顺义区,三级,未评,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
525,北京市顺义区传染病医院,北京市顺义区张镇侯庄村,101307,110113,顺义区,一级,乙等,A.医院,A5.专科医院,A521.传染病医院,国有全资,非营利性医疗机构
526,北京市顺义区法医院,北京市顺义区法医街3号,101300,110113,顺义区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,国有全资,非营利性医疗机构
527,北京市顺义区精神病医院,北京市顺义区杨镇小学东,101309,110113,顺义区,一级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
528,北京市顺义区空港医院,北京市顺义区后沙峪地区双裕街49号,101318,110113,顺义区,二级,未评,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
529,北京市顺义区医院,北京市顺义区光明南街3号,101300,110113,顺义区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
530,北京市顺义区中医医院,北京市顺义区站前东街5号,101300,110113,顺义区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
531,北京首儿李桥儿童医院,北京市顺义区李桥镇李天路李桥段5号,101304,110113,顺义区,未评,未评,A.医院,A5.专科医院,A519.儿童医院,股份合作,营利性医疗机构
532,北京顺欣阳光医院,北京市顺义东方太阳城万晴园104楼,101300,110113,顺义区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,其它内资,非营利性医疗机构
533,北京杏园金方国医医院,北京顺义区京密路后沙峪段5号,101300,110113,顺义区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,营利性医疗机构
534,北京安达医院,北京市昌平区回龙观龙腾苑三区16号楼,102208,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
535,北京保法肿瘤医院,北京市昌平区沙河王庄工业园东50米,102206,110114,昌平区,二级,未评,A.医院,A5.专科医院,A514.肿瘤医院,其他,非营利性医疗机构
536,北京保温瓶工业公司职工医院,北京市昌平区南口镇交通街1号,102200,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
537,北京北大医疗康复医院,北京市昌平区回龙观中关村生命科学园生命园路8号院7号楼及辅楼三至六层,,110114,昌平区,三级,未评,A.医院,A5.专科医院,A527.康复医院,其它内资,营利性医疗机构
538,北京昌平北医科开医学研究所友好医院,北京市昌平区天通苑北一区甲1号-1至2层101.102,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
539,北京昌平博华京康医院,北京市昌平区沙河镇松兰堡村西昌职路1号,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
540,北京昌平京城博爱医院,北京昌平一中西侧综合楼,102200,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
541,北京昌平区光明骨伤医院,昌平区南大街永安巷（机关幼儿园西侧）,102200,110114,昌平区,一级,合格,A.医院,A2.中医医院,A222.骨伤医院,私有,非营利性医疗机构
542,北京昌平区龙华医院,北京市昌平区回龙观龙冠大厦北侧,102208,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
543,北京昌平区天通仁和医院,北京市昌平区天通苑东一区33-13、33-14,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
544,北京昌平圣济骨伤医院,北京市昌平区沙河镇踩河新村513号,102206,110114,昌平区,一级,合格,A.医院,A2.中医医院,A222.骨伤医院,私有,非营利性医疗机构
545,北京昌平政和中医医院,北京市昌平区昌金路6号,102200,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
546,北京长城中医医院,北京市昌平区回龙观风雅园二区3号楼,102208,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,营利性医疗机构
547,北京城北龙城医院,北京市昌平区回龙观镇金榜园小区酒楼,102200,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
548,北京大卫中医医院,北京市昌平区沙河镇满井村,102206,110114,昌平区,二级,乙等,A.医院,A2.中医医院,A210.中医（综合）医院,其他,非营利性医疗机构
549,北京大学国际医院,北京市昌平区中关村生命科学园,102206,110114,昌平区,三级,未评,A.医院,A1.综合医院,A100.综合医院,其它内资,非营利性医疗机构
550,北京德宝医院,北京市昌平区北清路2号37号楼主楼,102206,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
551,北京广慈医院,北京市昌平区东小口镇天通苑东三区48号楼-2-3号,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
552,北京国医堂中医医院,北京市昌平区天通苑东一区59、60号楼,102218,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
553,北京汉章针刀医院,北京市昌平区天通苑西三区26号楼16门,102206,110114,昌平区,一级,合格,A.医院,A5.专科医院,A539.其他专科医院,私有,营利性医疗机构
554,北京侯丽萍风湿病中医医院,北京市昌平科技园区振兴路8号,102200,110114,昌平区,二级,甲等,A.医院,A2.中医医院,A229.其它中医专科医院,股份合作,营利性医疗机构
555,北京环球实业股份有限公司中医医院,北京市昌平区东小口镇中滩村6号合立方5-3-108,102218,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
556,北京皇城股骨头坏死专科医院,北京市昌平区西关路27号,102200,110114,昌平区,二级,合格,A.医院,A2.中医医院,A229.其它中医专科医院,股份合作,非营利性医疗机构
557,北京回龙观医院,北京市昌平区回龙观镇,100096,110114,昌平区,三级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
558,北京汇海医院,昌平区天通苑东三区2号楼,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
559,北京京都儿童医院,北京市昌平区回龙观东大街308号,102208,110114,昌平区,三级,未评,A.医院,A5.专科医院,A519.儿童医院,股份有限（公司）,营利性医疗机构
560,北京九华温榆河医院,北京市昌平区小汤山镇马坊村温榆河旁,102211,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
561,北京九华医院,昌平区小汤山镇葫芦河村北,102211,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
562,北京九洲医院,北京市昌平区东关高罄苑13号楼,102200,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
563,北京六合医院,北京市昌平区天通苑东一区33号楼,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
564,北京龙禧医院,北京市昌平区回龙观文化居住区龙禧三街及七北路平西府村西,102208,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
565,北京民康医院,北京市昌平区沙河镇,102206,110114,昌平区,二级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
566,北京农学院校医院,北京德胜门外朱辛庄北农路7号,102206,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
567,北京清华长庚医院,北京市昌平区立汤路168号,102218,110114,昌平区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
568,北京上善医院,北京市昌平区东小口镇中滩村东4号,102211,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
569,北京神康康复医院,北京市昌平区沙河镇满井西村昌平路100号,102206,110114,昌平区,一级,合格,A.医院,A5.专科医院,A527.康复医院,其他,营利性医疗机构
570,北京市昌平区北城中医医院,北京市昌平区回龙观文华东路龙跃苑一区F0335（18号楼）1—3号,102208,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,其他,非营利性医疗机构
571,北京市昌平区博仁医院,北京市昌平区水屯商业街2号楼,102200,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
572,北京市昌平区汇仁医院,北京市昌平区东小口镇天通苑1310号,102218,110114,昌平区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
573,北京市昌平区京北新世纪妇科医院,北京市昌平区永安路18-4、18-5号,102200,110114,昌平区,一级,合格,A.医院,A5.专科医院,A539.其他专科医院,私有,非营利性医疗机构
574,北京市昌平区精神卫生保健院,北京市昌平区沙河镇豆各庄1号,102206,110114,昌平区,二级,合格,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
575,北京市昌平区南口铁路医院,北京市昌平区南口镇新兴路8号,102202,110114,昌平区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
576,北京市昌平区南口医院,北京市昌平区南口镇南辛路2号,102202,110114,昌平区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
577,北京市昌平区沙河医院,北京市昌平区巩华镇扶京街22号,102206,110114,昌平区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
578,北京市昌平区沙河中西医结合医院,北京市昌平区沙河镇巩华城大街42号,102206,110114,昌平区,一级,合格,A.医院,A3.中西医结合医院,A300.中西医结合医院,私有,非营利性医疗机构
579,北京市昌平区天通苑中医医院,北京市昌平区天通苑东一区9号楼,102218,110114,昌平区,二级,甲等,A.医院,A2.中医医院,A229.其它中医专科医院,集体全资,非营利性医疗机构
580,北京市昌平区医院,北京市昌平区鼓楼北街9号,102200,110114,昌平区,三级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
581,北京市昌平区益明医院,北京市昌平区沙河镇满井北路31号,102206,110114,昌平区,一级,合格,A.医院,A5.专科医院,A539.其他专科医院,集体全资,非营利性医疗机构
582,北京市昌平区中西医结合医院,北京市昌平区东小口镇霍营村黄平路219号,102208,110114,昌平区,三级,甲等,A.医院,A3.中西医结合医院,A300.中西医结合医院,国有全资,非营利性医疗机构
583,北京市昌平区中医医院,北京市昌平区城区东环路南段、北京市昌平区星火街9号,102200,110114,昌平区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
584,北京市昌平区中医医院鼓楼分院,昌平区城北六街献陵卫胡同16号,102200,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
585,北京市昌平区中医医院天通苑分院,北京昌平东小口天通苑西一区25号楼,102218,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
586,北京市第二社会福利院附属医院,北京市昌平区北七家镇曹八西路26号,102209,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
587,北京市南口农场职工医院,北京市昌平区南口镇南口农场内,102202,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
588,北京市平板玻璃工业公司职工医院,北京市昌平区南口镇南大街6号,102202,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
589,北京市亚太中医骨科医院,北京市昌平区天通苑北二区甲13号楼1-101室,102218,110114,昌平区,一级,甲等,A.医院,A2.中医医院,A229.其它中医专科医院,股份合作,营利性医疗机构
590,北京首钢股份有限公司第一线材厂昌平职工医院,昌平区沙河镇沙阳路24号,102206,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
591,北京太申祥和中医医院,北京太申祥和山庄(国际敬老院),102206,110114,昌平区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
592,北京太阳城医院,北京市昌平区立汤路30号,102209,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
593,北京天苑医院,北京市天通苑东三区56楼,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
594,北京王府中西医结合医院,北京市昌平区北七家镇王府街1号,102209,110114,昌平区,三级,甲等,A.医院,A3.中西医结合医院,A300.中西医结合医院,其他,非营利性医疗机构
595,北京小汤山医院,北京市昌平区小汤山镇,102211,110114,昌平区,三级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
596,北京新宇医院,北京市昌平区平西府大街43号,102209,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
597,北京亚美医院,北京市昌平区天通苑五区配套商业楼西二区19-4-102-5-101,102218,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
598,北京银河口腔医院,北京市昌平区回南路九号院41号楼,102208,110114,昌平区,二级,合格,A.医院,A5.专科医院,A511.口腔医院,其他,营利性医疗机构
599,北京中联燕龙医院,北京市昌平区西关三角地综合楼12号,102200,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
600,北京睿养中医医院,北京市昌平区回龙观镇良庄街4号楼03/04,102208,110114,昌平区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,其他,营利性医疗机构
601,公安部秦城监狱医院,北京市昌平区秦城一号,102212,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
602,华北电力大学医院,北京市昌平区回龙观镇朱辛庄,102206,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
603,中国石油大学(北京)医院,北京市昌平区府学路18号院内,102200,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
604,中国政法大学校医院,昌平区府学路27号,102249,110114,昌平区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
605,北京爱育华妇儿医院,北京经济技术开发区去景园南街2号,100176,110115,大兴区,三级,未评,A.医院,A5.专科医院,A539.其他专科医院,其他,营利性医疗机构
606,北京澳美佳妇科医院,大兴区黄村镇双河南里甲15-11,102600,110115,大兴区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,股份合作,营利性医疗机构
607,北京大兴兴和骨伤医院,北京市大兴区黄村镇孙村开发区横三路西侧,102600,110115,大兴区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,集体全资,非营利性医疗机构
608,北京大兴兴业口腔医院,北京市大兴区枣园北里10号,102600,110115,大兴区,二级,未评,A.医院,A5.专科医院,A511.口腔医院,其它内资,非营利性医疗机构
609,北京东方杰码医院,北京市大兴区魏善庄镇魏善庄村委会西北1500米,102611,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
610,北京东方康美妇科医院,北京市大兴区旧宫镇南场东街1号院12号楼,100076,110115,大兴区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,股份合作,营利性医疗机构
611,北京高科医院,北京经济技术开发区经海二路6号1号楼,100076,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
612,北京华大肾安医院,北京市大兴区西红门镇大生庄村西,100076,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
613,北京京兴博爱医院,北京市大兴区西红门镇宏福东路11号,100076,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
614,北京军海医院,北京市大兴区北京经济技术开发区经海三路3号1幢,100076,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
615,北京军联骨科医院,北京市大兴区旧宫镇成寿寺路南口路东,100076,110115,大兴区,一级,未评,A.医院,A5.专科医院,A526.骨科医院,其它内资,营利性医疗机构
616,北京南郊肿瘤医院,北京市大兴区西红门镇育才路2号,100076,110115,大兴区,二级,未评,A.医院,A5.专科医院,A514.肿瘤医院,私有,营利性医疗机构
617,北京普祥中医肿瘤医院,北京市大兴区亦庄镇成寿寺路2号,100176,110115,大兴区,二级,未评,A.医院,A5.专科医院,A514.肿瘤医院,其他,营利性医疗机构
618,北京市大兴区福泰中医医院,北京市大兴区黄村镇新安里S1号楼,102600,110115,大兴区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,其它内资,非营利性医疗机构
619,北京市大兴区红星医院,北京市大兴区瀛海镇忠兴南路3号,100076,110115,大兴区,二级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
620,北京市大兴区京军医院,北京市大兴区黄村镇前高米店村1幢等5幢,102600,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,其他,非营利性医疗机构
621,北京市大兴区精神病医院,北京市大兴区黄村镇黄良路东口北侧,102600,110115,大兴区,二级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
622,北京市大兴区精神疾病农疗康复中心,北京市大兴区礼贤镇大辛庄,102602,110115,大兴区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,国有全资,非营利性医疗机构
623,北京市大兴区康家乐老年病医院,北京市大兴区礼贤镇礼贤路60号,102604,110115,大兴区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,其他,非营利性医疗机构
624,北京市大兴区老年病院,北京市大兴区礼贤镇大辛庄,102600,110115,大兴区,二级,未评,A.医院,A5.专科医院,A539.其他专科医院,国有全资,非营利性医疗机构
625,北京市大兴区人民医院,大兴区黄村西大街26号、大兴区黄村西大街27号,102600,110115,大兴区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
626,北京市大兴区祥医中健医院,北京市大兴区黄村镇兴丰大街89号,102600,110115,大兴区,一级,合格,A.医院,A1.综合医院,A100.综合医院,其他,非营利性医疗机构
627,北京市大兴区御林护理院,北京市大兴区安定镇后野场村,102607,110115,大兴区,一级,未评,A.医院,A7.护理院(站),A710.护理院,私有,非营利性医疗机构
628,北京市监狱医院,北京市大兴区团河路南大楼,102600,110115,大兴区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
629,北京市健邦医院投资有限责任公司友爱医院,北京市大兴区海子角村海北路38号,102600,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
630,北京市利康医院,北京市大兴区魏永路9号、北京市大兴区团河路33号,102609,110115,大兴区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
631,北京市仁和医院,北京市大兴区兴丰大街一号,102600,110115,大兴区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,其他,非营利性医疗机构
632,北京桐君中医院,北京市大兴区黄村镇刘村通黄路12号,102600,110115,大兴区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,其它内资,营利性医疗机构
633,北京同安骨科医院,北京市大兴区西红门镇星光巷4号,100076,110115,大兴区,一级,未评,A.医院,A5.专科医院,A526.骨科医院,股份合作,营利性医疗机构
634,北京万邦和谐医院,北京市大兴区黄村镇纬四路北狼各庄村西,102600,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
635,北京万博脑康中医医院,北京市大兴区西红门镇金星路东5号,100076,110115,大兴区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,营利性医疗机构
636,北京万明医院,北京市大兴区西红门镇西红门北路红华大院,100076,110115,大兴区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,私有,营利性医疗机构
637,北京阳光博爱医院,北京市大兴区旧宫镇南小街13号,100076,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
638,北京阳光新城医院,北京市经济技术开发区同济中路甲7号（108号）,100076,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
639,北京永林医院,北京大兴区黄村镇狼垡四村、北京市大兴区旧宫镇旧忠路9号,102600,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
